titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres
movie,Parental Guidance,Parental Guidance,2012,105,"Comedy,Family"
movie,Beyond the Barbed Wire: An Artist View of the Holocaust,Beyond the Barbed Wire: An Artist View of the Holocaust,2010,68,"Documentary,War"
video,Einstein Pals,Einstein Pals,2011,\N,Family
tvSeries,Living Biblically,Living Biblically,2018,30,Comedy
movie,"Girl, Adopted","Girl, Adopted",2013,78,"Biography,Documentary,Drama"
movie,Howl,Howl,2010,84,"Biography,Drama,Romance"
movie,Pablo,Pablo,2012,90,"Animation,Biography"
movie,Chasing Happiness,Chasing Happiness,2012,80,Comedy
movie,The Singularity Is Near,The Singularity Is Near,2010,79,"Documentary,Drama,Sci-Fi"
video,Boy Toy,Boy Toy,2011,91,Comedy
tvSeries,The Shannara Chronicles,The Shannara Chronicles,2016,42,"Adventure,Fantasy,Sci-Fi"
movie,"Havana, Habana","Havana, Habana",2017,65,Drama
movie,The Portal,The Portal,2010,86,Horror
movie,Ivory,Ivory,2010,84,"Drama,Music"
movie,Lost Everything,Lost Everything,2010,97,Drama
movie,Goosebumps,Goosebumps,2015,103,"Adventure,Comedy,Family"
tvEpisode,Winter Tech,Winter Tech,2010,\N,"Documentary,History"
movie,Repo Men,Repo Men,2010,111,"Action,Crime,Sci-Fi"
movie,The Big Year,The Big Year,2011,100,Comedy
movie,Dreams Awake,Dreams Awake,2011,110,Drama
movie,One Lucky Elephant,One Lucky Elephant,2010,84,Documentary
movie,House Broken,House Broken,2010,84,Comedy
movie,The Best Things in the World,As Melhores Coisas do Mundo,2010,100,"Comedy,Drama"
movie,Life as We Know It,Life as We Know It,2010,114,"Comedy,Drama,Romance"
movie,The Dead Matter,The Dead Matter,2010,90,"Fantasy,Horror"
movie,Down and Distance,Down and Distance,2010,\N,"Family,Sport"
tvSeries,Pink Panther & Pals,Pink Panther & Pals,2010,\N,"Animation,Comedy,Family"
tvEpisode,Episode XCII,Episode XCII,2017,22,"Action,Adventure,Animation"
movie,Sophomore,Sophomore,2012,98,Comedy
tvEpisode,Episode #1.5889,Episode #1.5889,2010,\N,"Drama,Romance"
movie,Four Stories of St. Julian,Four Stories of St. Julian,2010,85,"Crime,Thriller"
movie,Transit,Transit,2012,88,"Action,Crime,Thriller"
movie,The Legend of Awesomest Maximus,The Legend of Awesomest Maximus,2011,90,"Action,Comedy"
movie,Spud,Spud,2010,103,"Comedy,Drama"
movie,Até Onde?,Até Onde?,2011,73,"Mystery,Thriller"
movie,The Rogue,The Rogue,2019,\N,"Action,Drama,Thriller"
movie,This Bitter Earth,This Bitter Earth,2012,76,"Drama,Music"
movie,Small Town Saturday Night,Small Town Saturday Night,2010,94,Drama
movie,Bare Knuckles,Bare Knuckles,2010,90,"Action,Drama"
tvSeries,Queen of the South,Queen of the South,2016,42,"Action,Crime,Drama"
movie,The Evolution of Dad,The Evolution of Dad,2010,94,Documentary
movie,Je ne vous oublierai jamais,Je ne vous oublierai jamais,2010,85,"Drama,History"
movie,Boyhood,Boyhood,2014,165,Drama
movie,Costa Rica 3D,Costa Rica 3D,2019,82,"Adventure,Documentary"
movie,The Ascension,The Ascension,2011,93,"Drama,Horror"
movie,The Vampires of Zanzibar,The Vampires of Zanzibar,2010,106,"Comedy,Horror,Musical"
movie,For Christ's Sake,For Christ's Sake,2010,\N,Comedy
tvEpisode,Engineering Disasters: New Orleans,Engineering Disasters: New Orleans,2013,\N,"Documentary,History"
movie,Water for Elephants,Water for Elephants,2011,120,"Drama,Romance"
movie,Adult World,Adult World,2013,97,"Comedy,Drama"
movie,Game of Assassins,The Gauntlet,2013,80,"Action,Adventure,Horror"
movie,Monte Carlo,Monte Carlo,2011,109,"Adventure,Comedy,Family"
movie,Footloose,Footloose,2011,113,"Comedy,Drama,Music"
movie,Cavaliers seuls,Cavaliers seuls,2010,\N,Documentary
movie,Sunburnt Angels,Sunburnt Angels,2011,119,"Comedy,Crime"
movie,House of Good and Evil,House of Good and Evil,2013,108,"Horror,Thriller"
movie,Midnight Son,Midnight Son,2011,88,Horror
movie,The Two Deaths of Quincas Wateryell,Quincas Berro d'Água,2010,104,"Comedy,Drama"
movie,Habana Eva,Habana Eva,2010,106,"Comedy,Romance"
tvEpisode,More Ice,More Ice,2015,\N,"Documentary,History"
tvEpisode,Yard Tech,Yard Tech,2013,\N,"Documentary,History"
movie,Good Intentions,Good Intentions,2010,84,Comedy
movie,Elvis & Madonna,Elvis & Madona,2010,105,"Comedy,Romance"
movie,The Dead Sleep,The Dead Sleep,2010,94,"Drama,Thriller"
movie,The Amazing Adventures of the Living Corpse,The Amazing Adventures of the Living Corpse,2012,88,"Action,Animation,Fantasy"
movie,Blood River,Blood River,2010,93,Horror
movie,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,2011,96,"Action,Fantasy,Thriller"
movie,Jelly,Jelly,2010,104,"Comedy,Romance"
movie,From the Midst of Pain,From the Midst of Pain,2010,\N,"Documentary,Drama"
movie,Winchester,Winchester,2018,99,"Biography,Fantasy,Horror"
movie,Messages Deleted,Messages Deleted,2010,92,"Mystery,Thriller"
movie,Buffalo Girls,Buffalo Girls,2012,65,Documentary
movie,Subway Busker,Subway Busker,2010,101,"Documentary,Music"
movie,The Reverend,The Reverend,2011,98,Horror
movie,See You in September,See You in September,2010,91,"Comedy,Romance"
tvEpisode,Coast to Coast,Coast to Coast,2017,\N,"Action,Crime,Reality-TV"
movie,Troubadours,Troubadours,2010,\N,Drama
tvSeries,The Passage,The Passage,2018,\N,"Action,Adventure,Drama"
movie,Skyfall,Skyfall,2012,143,"Action,Adventure,Thriller"
movie,Beyond the Grave,Beyond the Grave,2010,89,"Action,Crime,Horror"
movie,Jonah Hex,Jonah Hex,2010,81,"Action,Drama,Fantasy"
movie,The Dark Party,The Dark Party,2013,95,"Drama,Romance"
movie,Underground,ASD. Alma sin dueño,2010,\N,\N
movie,The Beautiful and Damned,The Beautiful and Damned,2010,\N,Drama
movie,Dark Shadows,Dark Shadows,2012,113,"Comedy,Fantasy,Horror"
movie,Krews,Krews,2010,105,"Action,Crime,Drama"
movie,Psychosomatika,Psychosomatika,2010,\N,"Comedy,Drama,Mystery"
movie,Elimination,Elimination,2010,87,"Action,Horror,Thriller"
movie,Frances: A Mother Divine,Frances: A Mother Divine,2010,\N,Documentary
movie,Hauntsville,Hauntsville,2016,\N,"Horror,Thriller"
movie,Hysteria,Hysteria,2010,\N,"Horror,Thriller"
movie,The Girl from the Naked Eye,The Girl from the Naked Eye,2012,84,"Action,Crime,Mystery"
movie,Beautiful Noise,Beautiful Noise,2014,87,"Documentary,Music"
movie,Happiness Runs,Happiness Runs,2010,88,Drama
movie,10 Years Later,10 Years Later,2010,98,"Comedy,Drama"
movie,Jens Jensen: Harmonious World,Jens Jensen: Harmonious World,2010,\N,Documentary
movie,Jerry Cotton,Jerry Cotton,2010,90,"Action,Comedy,Crime"
